Name Prefix,First Name,Middle Name,Last Name,Name Suffix,Phonetic First Name,Phonetic Middle Name,Phonetic Last Name,Nickname,File As,E-mail 1 - Label,E-mail 1 - Value,Phone 1 - Label,Phone 1 - Value,Address 1 - Label,Address 1 - Country,Address 1 - Street,Address 1 - Extended Address,Address 1 - City,Address 1 - Region,Address 1 - Postal Code,Address 1 - PO Box,Organization Name,Organization Title,Organization Department,Birthday,Event 1 - Label,Event 1 - Value,Relation 1 - Label,Relation 1 - Value,Website 1 - Label,Website 1 - Value,Custom Field 1 - Label,Custom Field 1 - Value,Notes,Labels
,I - WW 44029090,,TRAXYS EUROPE S A,,,,,,,,,,+352 45 99 99 1,,Luxembourg,,,Strassen,"19-21 Rte d'Arlon, 8009 Strassen, Luxembourg",,,TRAXYS EUROPE S A,,,,,,,,,https://www.traxys.com/,,,,
,I - WW 44029090,,TRANS ARENAS INTL CARGO LTD,,,,,,,,,,+57 605 3588732,,Colombia,,,Barranquilla,"Cra. 49b #74-67, Nte. Centro Historico, Barranquilla, Atlántico, Colombia",,,TRANS ARENAS INTL CARGO LTD,,,,,,,,,https://www.transarenas.net/,,,,
,I - WW 44029090,,ENGINEERING TRAINING SOLUTIONS,,,,,,,,,,+44 1282 453620,,United Kingdom,,,,"Unit 5, Engineering Training Solutions LtdBlackburn, Blackburn Technology Management Centre, Challenge Way, Blackburn BB1 5QB, UK",,,ENGINEERING TRAINING SOLUTIONS,,,,,,,,,https://www.training-industry.co.uk/,,,,
,I - WW 44029090,,TO THE ORDER OF TRAFIGURA,,,,,,,,,,+1 832-203-6400,,United States,,,Houston,"Texas Tower, 845 Texas Ave Suite 3600, Houston, TX 77002, USA",,,TO THE ORDER OF TRAFIGURA,,,,,,,,,https://www.trafigura.com/,,,,
,I - WW 44029090,,RANCHER CHARCOAL,,,,,,,,,,+1 856-769-7284,,United States,,,Pilesgrove,"862 NJ-45, Pilesgrove, NJ 08098, USA",,,RANCHER CHARCOAL,,,,,,,,,https://www.tractorsupply.com/tsc/store_Pilesgrove-NJ-08098_780?utm_source=localgmblisting&utm_medium=organic,,,,
,I - WW 44029090,,THE GOOD CHARCOAL COMPANY,,,,,,,,,,+1 325-625-1109,,United States,,,Coleman,"2303 S Commercial Ave, Coleman, TX 76834, USA",,,THE GOOD CHARCOAL COMPANY,,,,,,,,,https://www.tractorsupply.com/tsc/store_Coleman-TX-76834_2171?utm_source=localgmblisting&utm_medium=organic,,,,
,I - WW 44029090,,PT PRECISION TOOLS SERVICE INDONESIA,,,,,,,,,,+62 21 50116033,,Indonesia,,,,"KAWASAN INDUSTRI JABABEKA V, JL. SCIENCE TIMUR III B5D, Jayamukti, Central Cikarang, Bekasi Regency, West Java, Indonesia",,,PT PRECISION TOOLS SERVICE INDONESIA,,,,,,,,,https://www.toyo-tos.co.jp/,,,,
,I - WW 44029090,,METALS TUBE TRADERS,,,,,,,,,,+1 800-882-3748,,United States,,,Azusa,"500 W Danlee St, Azusa, CA 91702, USA",,,METALS TUBE TRADERS,,,,,,,,,https://www.tottentubes.com/losangeles?utm_source=google&utm_medium=gmb&utm_campaign=gmb_tottentubesla,,,,
,I - WW 44029090,,TOTALENERGIES MARKETING GHANA PLC,,,,,,,,,,+233 30 261 1530,,Ghana,,,Accra,"HQ4W+8QM, Accra, Ghana",,,TOTALENERGIES MARKETING GHANA PLC,,,,,,,,,https://www.total-ghana.com/,,,,
,I - WW 44029090,,TOPOCEAN CONSOLIDATION SERVICE NYC,,,,,,,,,,+1 516-791-0112,,United States,,,Valley Stream,"99 W Hawthorne Ave #604, Valley Stream, NY 11580, USA",,,TOPOCEAN CONSOLIDATION SERVICE NYC,,,,,,,,,https://www.topocean.com/,,,,
,I - WW 44029090,,TOPLINE CO LTD,,,,,,,,,,+91 478 451 5000,,United States,,,Milledgeville,"95 GA-22, Milledgeville, GA 31061, USA",,,TOPLINE CO LTD,,,,,,,,,https://www.topline.tv/,,,,
,I - WW 44029090,,TOPEX,,,,,,,,,,+1 201-794-7900,,United States,,,Elmwood Park,"264 Market St, Elmwood Park, NJ 07407, USA",,,TOPEX,,,,,,,,,https://www.topexdesign.com/,,,,
,I - WW 44029090,,LLC LOGOS TASH,,,,,,,,,,+1 805-372-9988,,United States,,,Thousand Oaks,"W Avenida De Los Arboles, Thousand Oaks, CA 91360, USA",,,LLC LOGOS TASH,,,,,,,,,https://www.tologos.com/,,,,
,I - WW 44029090,,TOLIA INDUSTRIES,,,,,,,,,,+91 22 2582 0465,,India,,,Thane,"Plot No. D-4, 2, Rd Number 16, Neheru Nagar, Wagle Industrial Estate, Thane West, Thane, Maharashtra 400604, India",,,TOLIA INDUSTRIES,,,,,,,,,https://www.tolia.com/,,,,
,I - WW 44029090,,CÔNG TY CỔ PHẦN SẢN XUẤT KINH DOANH KHOÁNG SẢN DỊCH VỤ CẢNG TNV HẢI DƯƠNG,,,,,,,,,,+84 962 211 555,,Vietnam,,,,"Khu dân cư, Châu Xá, Kinh Môn, Hải Dương, Vietnam",,,CÔNG TY CỔ PHẦN SẢN XUẤT KINH DOANH KHOÁNG SẢN DỊCH VỤ CẢNG TNV HẢI DƯƠNG,,,,,,,,,https://www.tnvhaiduong.vn/,,,,
,I - WW 44029090,,TMA INTERNATIONAL,,,,,,,,,,+91 11 2462 2782,,India,,,New Delhi,"TMA Tower, I-52A, Lajpat Nagar-1, Goyla Vihar, Block D, Lajpat Nagar I, Lajpat Nagar, New Delhi, Delhi 110024, India",,,TMA INTERNATIONAL,,,,,,,,,https://www.tmaintl.com/,,,,
,I - WW 44029090,,ОАО ТОЛЬЯТТИСОЛЬ,,,,,,,,,,+7 848 224-34-79,,Russia,,,Tolyatti,"Ulitsa Kommunisticheskaya, 106, Tolyatti, Samarskaya oblast', Russia, 445012",,,ОАО ТОЛЬЯТТИСОЛЬ,,,,,,,,,https://www.tltsalt.ru/,,,,
,I - WW 44029090,,TINIUS OLSEN INDIA PVT LTD,,,,,,,,,,+91 97170 66776,,India,,,Noida,"59 H (A, Noida Special Economy Zone, Block A, Phase-2, Noida, Uttar Pradesh 201305, India",,,TINIUS OLSEN INDIA PVT LTD,,,,,,,,,https://www.tiniusolsen.com/,,,,
,I - WW 44029090,,TILMAN HOLDING,,,,,,,,,,+1 212-706-1677,,United States,,,New York,"Carnegie Hall, 152 W 57th St, New York, NY 10019, USA",,,TILMAN HOLDING,,,,,,,,,https://www.tillmanglobal.com/,,,,
,I - WW 44029090,,IMEX UNIVERSA S A C,,,,,,,,,,+51 1 3986838,,Peru,,,La Victoria,"Tienda 202, Galeria Pasco, Av. Isabel la Católica 1579, La Victoria 15033, Peru",,,IMEX UNIVERSA S A C,,,,,,,,,https://www.tiendaimex.com/,,,,
,I - WW 44029090,,TIBA MEXICO S A DE C V,,,,,,,,,,+52 55 4777 8800,,Mexico,,,Ciudad de México,"Av. Jaime Balmes 8, Polanco, Polanco I Secc, Miguel Hidalgo, 11510 Ciudad de México, CDMX, Mexico",,,TIBA MEXICO S A DE C V,,,,,,,,,https://www.tibagroup.com/es/agente-carga-cdmx,,,,
,I - WW 44029090,,ZHUJI TIANQIN IMPORT AND EXPORT COMPANY LIMITED,,,,,,,,,,+1 510-358-1672,,United States,,,Irwindale,"12738 Schabarum Ave, Irwindale, CA 91706, USA",,,ZHUJI TIANQIN IMPORT AND EXPORT COMPANY LIMITED,,,,,,,,,https://www.tianyiimport.com/,,,,
,I - WW 44029090,,THYSSENKRUPP MATERIALS TRADE N,,,,,,,,,,+1 713-626-2900,,United States,,,Houston,"2700 Post Oak Blvd #1100, Houston, TX 77056, USA",,,THYSSENKRUPP MATERIALS TRADE N,,,,,,,,,https://www.thyssenkrupp-materials-na.com/company/our-divisions/thyssenkrupp-materials-trading-na,,,,
,I - WW 44029090,,THYSSENKRUPP METALLURGIGICAL,,,,,,,,,,+1 313-899-6200,,United States,,,Detroit,"One Thyssen Park, Detroit, MI 48210, USA",,,THYSSENKRUPP METALLURGIGICAL,,,,,,,,,https://www.thyssenkrupp-materials-na.com/,,,,
,I - WW 44029090,,TAIHAN PRECISION TECHNOLOGY PHILIP,,,,,,,,,,+63 43 455 6928,,Philippines,,,Lipa,"TaiHan Precision Co. Inc, Phase 2A Blk 1 Lt1, LIMA Estate, Jose P. Rizal, Lipa, 4217 Batangas, Philippines",,,TAIHAN PRECISION TECHNOLOGY PHILIP,,,,,,,,,https://www.thpt.com.tw/en/abouten/,,,,
,I - WW 44029090,,THERMO FISHER SCIENTIFIC INDIA PRIVATE LIMITED,,,,,,,,,,+91 80041 95433,,India,,,Bengaluru,"3, FTP EPIP, Citius Block, 66, KIADB Export Promotion Industrial Area, Whitefield, Bengaluru, Karnataka 560066, India",,,THERMO FISHER SCIENTIFIC INDIA PRIVATE LIMITED,,,,,,,,,https://www.thermofisher.com/,,,,
,I - WW 44029090,,POINT ART USA LLC,,,,,,,,,,+1 415-822-9675,,United States,,,San Francisco,"1598 Custer Ave, San Francisco, CA 94124, USA",,,POINT ART USA LLC,,,,,,,,,https://www.thepointart.com/,,,,
,I - WW 44029090,,PARIJAT ENTERPRISES,,,,,,,,,,+91 88791 39439,,India,,,Mumbai,"K9 - 7, Bhatwadi, Barve Nagar, Ghatkopar West, Mumbai, Maharashtra 400084, India",,,PARIJAT ENTERPRISES,,,,,,,,,https://www.theparijat.in/,,,,
,I - WW 44029090,,COCO MIRA EST,,,,,,,,,,+852 2315 5566,,Hong Kong,,,,"Ground Floor, The Mira Hong Kong, 118 Nathan Road, Tsim Sha Tsui, Hong Kong",,,COCO MIRA EST,,,,,,,,,https://www.themirahotel.com/hong-kong/en/dining/coco/?utm_source=google&utm_medium=organic&utm_campaign=local-listing,,,,
,I - WW 44029090,,JPN,,,,,,,,,,+1 706-202-0869,,United States,,,Athens,"975 Gaines School Rd, Athens, GA 30605, USA",,,JPN,,,,,,,,,https://www.thejpnnetwork.com/contact,,,,
,I - WW 44029090,,LTD TEVA,,,,,,,,,,+1 954-585-1400,,United States,,,Davie,"4955 Orange Dr, Davie, FL 33314, USA",,,LTD TEVA,,,,,,,,,https://www.tevapharm.com/,,,,
,I - WW 44029090,,TEDLA,,,,,,,,,,+1 407-998-2060,,United States,,,Orlando,"100 S Lake Destiny Dr, Orlando, FL 32810, USA",,,TEDLA,,,,,,,,,https://www.tesla.com/,,,,
,I - WW 44029090,,TECHWIN CHINA LTD,,,,,,,,,,+1 817-873-5567,,United States,,,Southlake,"2855 Exchange Blvd #117, Southlake, TX 76092, USA",,,TECHWIN CHINA LTD,,,,,,,,,https://www.techwininc.com/,,,,
,I - WW 44029090,,TEAM FERRO ALLOYS PVT LTD,,,,,,,,,,+91 712 660 7466,,India,,,Sejgaon,"F48M+V5G, MIDC, Sejgaon, Maharashtra 441614, India",,,TEAM FERRO ALLOYS PVT LTD,,,,,,,,,https://www.teamferro.com/,,,,
,I - WW 44029090,,TATA STEEL LIMITED,,,,,,,,,,+1 847-619-0400,,United States,,,Schaumburg,"475 N Martingale Rd #330, Schaumburg, IL 60173, USA",,,TATA STEEL LIMITED,,,,,,,,,https://www.tatasteeleurope.com/node/44321,,,,
,I - WW 44029090,,T S ALLOYS LIIMITED,,,,,,,,,,+91 92381 06222,,India,,,Nuashasan,"At-Anantpur Po- Dhurusia Athgarh, FQF2+3J5, Nuashasan, Odisha 754029, India",,,T S ALLOYS LIIMITED,,,,,,,,,https://www.tatasteel.com/products-solutions/india/products/tata-ferro-alloys-and-minerals-division/,,,,
,I - WW 44029090,,TATA STEEL MINING LIMITED,,,,,,,,,,+91 674 255 1045,,India,,,Bhubaneswar,"Plot No, N3/24, N3, Block N3, IRC Village, Nayapalli, Bhubaneswar, Odisha 751015, India",,,TATA STEEL MINING LIMITED,,,,,,,,,https://www.tatasteel.com/investors/amalgamation/amalgamation-of-tata-steel-mining-limited-into-and-with-tata-steel-limited/,,,,
,I - WW 44029090,,TATA ELECTRONICS PRIVATE LIMITED,,,,,,,,,,+1 703-243-9787,,United States,,,Arlington,"1700 N Moore St # 1520, Arlington, VA 22209, USA",,,TATA ELECTRONICS PRIVATE LIMITED,,,,,,,,,https://www.tata.com/contact-us,,,,
,I - WW 44029090,,COMPANY CONCEPT OF TASTE,,,,,,,,,,+1 310-701-4627,,United States,,,Los Angeles,"2735 S Robertson Blvd, Los Angeles, CA 90034, USA",,,COMPANY CONCEPT OF TASTE,,,,,,,,,https://www.tasteandcompany.com/,,,,
,I - WW 44029090,,TANDOM GROUP,,,,,,,,,,+1 267-567-7037,,United States,,,Bozman,"7120 Cooper Point Rd, Bozman, MD 21612, USA",,,TANDOM GROUP,,,,,,,,,https://www.tandemgroupinc.com/,,,,
,I - WW 44029090,,TAMUWA LIMITED,,,,,,,,,,+254 728 595154,,Kenya,,,Kibos,"Kibos Rd, Kibos, Kenya",,,TAMUWA LIMITED,,,,,,,,,https://www.tamuwa.com/,,,,
,I - WW 44029090,,TAMPA ELECTRIC,,,,,,,,,,+1 813-223-0800,,United States,,,Tampa,"820 S 78th St, Tampa, FL 33619, USA",,,TAMPA ELECTRIC,,,,,,,,,https://www.tampaelectric.com/,,,,
,I - WW 44029090,,TAEUL FILM CO LTD,,,,,,,,,,+1 817-637-9368,,United States,,,Fort Worth,"2212 W Peter Smith St, Fort Worth, TX 76102, USA",,,TAEUL FILM CO LTD,,,,,,,,,https://www.tallyfilmco.com/,,,,
,I - WW 44029090,,TALA COMPANY FOR IMPORT WBG,,,,,,,,,,+966 11 244 4555,,Saudi Arabia,,,Riyadh,"Dist, Said Ibn Zayd Rd, Qurtubah, Riyadh 13244, Saudi Arabia",,,TALA COMPANY FOR IMPORT WBG,,,,,,,,,https://www.tala-united.com/,,,,
,I - WW 44029090,,TAJ ENTERPRISES AND SPARES PROPRIETARY LIMITED,,,,,,,,,,+91 80 4278 4006,,India,,,Pune,"Aruna Chowk, 576, Laxmi Rd, Anutej Symphony Society, New Nana Peth, Ganesh Peth, Pune, Maharashtra 411002, India",,,TAJ ENTERPRISES AND SPARES PROPRIETARY LIMITED,,,,,,,,,https://www.tajenterprisespune.com/,,,,
,I - WW 44029090,,TABCOTECH ENTERPRISES INC,,,,,,,,,,+1 201-507-6170,,United States,,,Englewood,"500 Nordhoff Pl Ste. 3, Englewood, NJ 07631, USA",,,TABCOTECH ENTERPRISES INC,,,,,,,,,https://www.tabcotechinc.com/,,,,
,I - WW 44029090,,LLC T1,,,,,,,,,,+1 810-627-8765,,United States,,,Riley,"11181 Smiths Creek Rd, Riley, MI 48041, USA",,,LLC T1,,,,,,,,,https://www.t1conceptsllc.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=13564284357070543112,,,,
,I - WW 44029090,,SYNERGY STEELS LIMITED,,,,,,,,,,+91 11 4050 0500,,India,,,Alwar,"MIA Rd, Matsya Industrial Area, Alwar, Rajasthan 301030, India",,,SYNERGY STEELS LIMITED,,,,,,,,,https://www.synergysteels.com/,,,,
,I - WW 44029090,,SYNAPPS CORP,,,,,,,,,,+44 870 240 5143,,United Kingdom,,,,"2, Titan Court, Hatfield Business Park, 3 Bishop Square, Hatfield AL10 9NA, UK",,,SYNAPPS CORP,,,,,,,,,https://www.synapps-solutions.com/,,,,
,I - WW 44029090,,A4 SWIFT LOGISTICS,,,,,,,,,,+1 951-416-4300,,United States,,,Jurupa Valley,"3575 Wineville Rd, Jurupa Valley, CA 91752, USA",,,A4 SWIFT LOGISTICS,,,,,,,,,https://www.swifttrans.com/locations/terminal/jurupa-valley-ca?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=gmb-terminal&utm_content=jurupa-valley-ca,,,,
,I - WW 44029090,,SWEET TRADE,,,,,,,,,,+1 714-903-6800,,United States,,,Huntington Beach,"5362 Oceanus Dr # C, Huntington Beach, CA 92649, USA",,,SWEET TRADE,,,,,,,,,https://www.sweettraders.com/,,,,
,I - WW 44029090,,SWARUP CASTINGS P LTD,,,,,,,,,,+91 231 267 1560,,India,,,Gokul Shirgaon,"F-30/2, MIDC, Gokul Shirgaon, Tamgaon, Maharashtra 416234, India",,,SWARUP CASTINGS P LTD,,,,,,,,,https://www.swaroopalloy.com/,,,,
,I - WW 44029090,,SRL BELGIUM CAESARWAVE GROUP,,,,,,,,,,+32 2 303 27 00,,Belgium,,,Anderlecht,"Business Park, Paapsemlaan 20, 1070 Anderlecht, Belgium",,,SRL BELGIUM CAESARWAVE GROUP,,,,,,,,,https://www.swarco.com/,,,,
,I - WW 44029090,,JSC KAPO DUTY FREE,,,,,,,,,,+7 495 229-32-07 ext. 5156,,Russia,,,Khimki,"Аэропорт Шереметьево, Sheremetyevskoye shosse, Khimki, Moskovskaya oblast', Russia, 141425",,,JSC KAPO DUTY FREE,,,,,,,,,https://www.svo.aero/ru/passengers/news/sheremetyevo-duty-free-heinemann-stores-offer-goods-from-leading-moscow-based-brands,,,,
,I - WW 44029090,,SUSTAINABLE VILLAGE LLC,,,,,,,,,,+1 303-998-1323,,United States,,,Boulder,"6235 Lookout Rd STE A, Boulder, CO 80301, USA",,,SUSTAINABLE VILLAGE LLC,,,,,,,,,https://www.sustainablevillage.com/,,,,
,I - WW 44029090,,SURYAPHARMA,,,,,,,,,,+91 99352 10013,,India,,,Varanasi,"Upendra Nagar, Plot no. 40, Durgakund, Tulsi Manas Mandir Colony, Naria, Varanasi, Uttar Pradesh 221005, India",,,SURYAPHARMA,,,,,,,,,https://www.suryapharma.in/,,,,
,I - WW 44029090,,TOO SUPER PHARM,,,,,,,,,,+1 204-725-4114,,Canada,,,Brandon,"841 Rosser Ave, Brandon, MB R7A 0L1, Canada",,,TOO SUPER PHARM,,,,,,,,,https://www.superthrifty.com/locations/rosser-pharmacy/,,,,
,I - WW 44029090,,SHIVINI FINE CHEMICALS PRIVATE LIMITED,,,,,,,,,,+91 90110 50347,,India,,,Pune,"1, Bibwewadi Kondhwa Rd, Ramyanagari Housing Society, Bibwewadi, Pune, Maharashtra 411037, India",,,SHIVINI FINE CHEMICALS PRIVATE LIMITED,,,,,,,,,https://www.sunshinefine.com/,,,,
,I - WW 44029090,,SUNRISE CHEMICALS,,,,,,,,,,+1 775-359-8494,,United States,,,Sparks,"850 Industrial Way, Sparks, NV 89431, USA",,,SUNRISE CHEMICALS,,,,,,,,,https://www.sunrisenv.com/,,,,
,I - WW 44029090,,SUN EXTRUSIONS,,,,,,,,,,+91 2522 650 290,,India,,,Bhiwandi,"Arihant Commercial Complex, Bldg. No. 72, Premises No. 1,2 & 3, Near Kopar Bus Stop,, Bhiwandi Rd, Purna, Bhiwandi, Maharashtra 421302, India",,,SUN EXTRUSIONS,,,,,,,,,https://www.sunextrusions.co.in/,,,,
,I - WW 44029090,,SUNDA FM MANUFACTURING LIMITED COMPANY,,,,,,,,,,+233 20 735 0002,,Ghana,,,Accra,"Dr. Busia Hwy, Accra, Ghana",,,SUNDA FM MANUFACTURING LIMITED COMPANY,,,,,,,,,https://www.sunda.com/,,,,
,I - WW 44029090,,TIMES CHEMICAL,,,,,,,,,,+1 708-562-0550,,United States,,,Northlake,"135 W Lake St, Northlake, IL 60164, USA",,,TIMES CHEMICAL,,,,,,,,,https://www.sunchemical.com/,,,,
,I - WW 44029090,,SUMITOMO CORPORATION OF AMERICA,,,,,,,,,,+1 713-653-8400,,United States,,,Houston,"1500 Post Oak Blvd #1500, Houston, TX 77056, USA",,,SUMITOMO CORPORATION OF AMERICA,,,,,,,,,https://www.sumitomocorp.com/en/us/scoa/officelocations,,,,
,I - WW 44029090,,SUMITOMO CORPORATION,,,,,,,,,,+91 11 4237 3181,,India,,,New Delhi,"302 & 303, 3rd Floor, World Mark 2, Asset No.8, Aerocity Hospitality District, Aerocity, New Delhi, Delhi 110037, India",,,SUMITOMO CORPORATION,,,,,,,,,https://www.sumitomocorp.com/en/asia-oceania/scin/?region_selector=true,,,,
,I - WW 44029090,,SUMITOMO CORPORATION OF AMERICA 600,,,,,,,,,,+1 720-287-5140,,United States,,,Denver,"8055 E Tufts Ave # 800, Denver, CO 80237, USA",,,SUMITOMO CORPORATION OF AMERICA 600,,,,,,,,,https://www.sumitomocorp.com/,,,,
,I - WW 44029090,,K PAREKH CO,,,,,,,,,,+91 22 6617 8100,,India,,,Mumbai,"2002, Urmi Estate, 20th Floor, 95, Ganpatrao Kadam Marg, Nagin Nagar Chawl, Dhuru Wadi, Lower Parel, Mumbai, Maharashtra 400013, India",,,K PAREKH CO,,,,,,,,,https://www.suditkparekh.com/,,,,
,I - WW 44029090,,SUBIN P S,,,,,,,,,,+1 212-285-3800,,United States,,,New York,"150 Broadway, New York, NY 10038, USA",,,SUBIN P S,,,,,,,,,https://www.subinlaw.com/?npcmp=dir:local:1395299:10038,,,,
,I - WW 44029090,,STRATTON METAL RESOURCES LTD,,,,,,,,,,+44 20 7462 9760,,United Kingdom,,,,"31-32 Eastcastle St, London W1W 8DN, UK",,,STRATTON METAL RESOURCES LTD,,,,,,,,,https://www.stratmet.com/,,,,
,I - WW 44029090,,STORCK CENTRAL ASIA LLP,,,,,,,,,,+7 727 347 5335,,Kazakhstan,,,Almaty,"floor 7, Abylay Khan avenue 53, Almaty 050000, Kazakhstan",,,STORCK CENTRAL ASIA LLP,,,,,,,,,https://www.storck.com/en/company/storck-worldwide/country-page-kazakhstan/region/kazakhstan/,,,,
,I - WW 44029090,,STENA METAL INC,,,,,,,,,,+1 475-888-9005,,United States,,,Stamford,"1 Landmark Square # 720, Stamford, CT 06901, USA",,,STENA METAL INC,,,,,,,,,https://www.stenametalinc.com/,,,,
,I - WW 44029090,,STEINWEG SHARAF INDIA PVT LIMITED,,,,,,,,,,+91 22 6677 5000,,India,,,Mundra,"Mundra, Gujarat 370405, India",,,STEINWEG SHARAF INDIA PVT LIMITED,,,,,,,,,https://www.steinweg.com/countries/india/,,,,
,I - WW 44029090,,C STEINWEG LOGISTICS TAIWAN CO,,,,,,,,,,+852 2511 6346,,Hong Kong,,,,"Hong Kong, Wan Chai, 集成中心",,,C STEINWEG LOGISTICS TAIWAN CO,,,,,,,,,https://www.steinweg.com/,,,,
,I - WW 44029090,,LLC REDAMO,,,,,,,,,,+1 504-408-0855,,United States,,,New Orleans,"3021 Franklin Ave, New Orleans, LA 70122, USA",,,LLC REDAMO,,,,,,,,,https://www.stayredamo.com/,,,,
,I - WW 44029090,,STARK METALS CORPORATION,,,,,,,,,,+91 80 4895 6822,,India,,,Mumbai,"Akber Chamber, 60-C, Mohammed Ali Rd, Nakhuda Mohalla, Pydhonie, Umerkhadi, Mumbai, Maharashtra 400003, India",,,STARK METALS CORPORATION,,,,,,,,,https://www.starkmetals.net/,,,,
,I - WW 44029090,,M S STARGATE APPAREL INC,,,,,,,,,,+1 504-657-7654,,United States,,,New Orleans,"20 Cromwell Pl, New Orleans, LA 70118, USA",,,M S STARGATE APPAREL INC,,,,,,,,,https://www.stargateclubhouse.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8020887085507393844,,,,
,I - WW 44029090,,SSAB AMERICAS SSAB AMERICAS,,,,,,,,,,+1 251-264-3800,,United States,,,Mobile,"11 N Water St Suite 17000, Mobile, AL 36602, USA",,,SSAB AMERICAS SSAB AMERICAS,,,,,,,,,https://www.ssab.com/company/about-ssab/our-business/ssab-americas,,,,
,I - WW 44029090,,SREE SUMANGALA METALS AND INDUSTRIES P LTD,,,,,,,,,,+91 44 2435 9040,,India,,,Chennai,"Saba House, 130A, St Marys Rd, Austin Nagar, Alwarpet, Chennai, Tamil Nadu 600028, India",,,SREE SUMANGALA METALS AND INDUSTRIES P LTD,,,,,,,,,https://www.sreesumangala.com/,,,,
,I - WW 44029090,,M S S R BUSINESS CORNER,,,,,,,,,,+880 1949-616021,,Bangladesh,,,Benapole,"LAND PORT ASSOCIATION, ROAD, Benapole 7431, Bangladesh",,,M S S R BUSINESS CORNER,,,,,,,,,https://www.srbc.com.unaux.com/,,,,
,I - WW 44029090,,CITY LIMITED LIABILITY COMPANY,,,,,,,,,,+1 405-443-5586,,United States,,,Oklahoma City,"1901 E Reno Ave, Oklahoma City, OK 73117, USA",,,CITY LIMITED LIABILITY COMPANY,,,,,,,,,https://www.sransupplyllc.com/,,,,
,I - WW 44029090,,SPTS TECHNOLOGIES LIMITED,,,,,,,,,,+44 1633 414000,,United Kingdom,,,,"Ringland Way, Newport NP18 2TA, UK",,,SPTS TECHNOLOGIES LIMITED,,,,,,,,,https://www.spts.com/,,,,
,I - WW 44029090,,SPECTRUM IMPORTACAO EXPORTACAO DE ALIMENTOS LTDA,,,,,,,,,,+1 310-516-8000,,United States,,,New Brunswick,"769 Jersey Ave, New Brunswick, NJ 08901, USA",,,SPECTRUM IMPORTACAO EXPORTACAO DE ALIMENTOS LTDA,,,,,,,,,https://www.spectrumchemical.com/OA_HTML/index.jsp?minisite=10020&respid=22372&language=US,,,,
,I - WW 44029090,,SPECTRACHEM CORPORATION,,,,,,,,,,+1 973-253-3553,,United States,,,Lodi,"10 Dell Glen Ave, Lodi, NJ 07644, USA",,,SPECTRACHEM CORPORATION,,,,,,,,,https://www.spectrachem.net/,,,,
,I - WW 44029090,,ООО ИНТЕР ГТЛ,,,,,,,,,,+7 962 835-49-39,,Russia,,,Novosibirsk,"Бизнес-центр, Ulitsa Frunze, 80, 625, Novosibirsk, Novosibirskaya oblast', Russia, 630099",,,ООО ИНТЕР ГТЛ,,,,,,,,,https://www.specmachin.ru/,,,,
,I - WW 44029090,,OCEAN VIEW SPAR P O BOX 8393,,,,,,,,,,+264 64 419 140,,Namibia,,,Swakopmund,"Cnr Dr Eugene Muller, Ocean View, & Monotoka St, Swakopmund, Namibia",,,OCEAN VIEW SPAR P O BOX 8393,,,,,,,,,https://www.spar.co.za/Store-Finder,,,,
,I - WW 44029090,,VOLKSWINKEL TRADING,,,,,,,,,,+264 62 522 751,,Namibia,,,Rehoboth,"Poplar St, Rehoboth, Namibia",,,VOLKSWINKEL TRADING,,,,,,,,,https://www.spar.co.za/Home/Store-View/SPAR-Henties-Bay-Namibia,,,,
,I - WW 44029090,,SP AS AY PARTS,,,,,,,,,,+353 1 442 8767,,Ireland,,,Dublin,"23 Fitzwilliam Street Upper, Dublin, D02 DF74, Ireland",,,SP AS AY PARTS,,,,,,,,,https://www.sp-spareparts.com/en,,,,
,I - WW 44029090,,SORIN CORPORATION,,,,,,,,,,+971 4 442 6441,,United Arab Emirates,,,Dubai,"UNIT 505, One Lake Plaza - Cluster T - Jumeirah Lake Towers - Dubai - United Arab Emirates",,,SORIN CORPORATION,,,,,,,,,https://www.sorincorporation.com/en/support/contact-us.html,,,,
,I - WW 44029090,,SUNIVO AMERICA LLC,,,,,,,,,,+1 833-766-6887,,United States,,,Grand Prairie,"833 Greenview Dr, Grand Prairie, TX 75050, USA",,,SUNIVO AMERICA LLC,,,,,,,,,https://www.sonovusenergy.com/,,,,
,I - WW 44029090,,SONA CASTINGS PVT LTD,,,,,,,,,,+91 93162 60502,,India,,,Mandi Gobindgarh,"Side, Grand Trunk Rd, Sirhind, Mandi Gobindgarh, Punjab 147301, India",,,SONA CASTINGS PVT LTD,,,,,,,,,https://www.sonacastings.com/,,,,
,I - WW 44029090,,ACEROS DE GUATEMALA S A,,,,,,,,,,+502 2290 9797,,Guatemala,,,Ciudad de Guatemala,"Avenida Las Américas 18-81 Zona 14, Edificio Columbus Center, Cdad. de Guatemala, Guatemala",,,ACEROS DE GUATEMALA S A,,,,,,,,,https://www.somosgrupoag.com/,,,,
,I - WW 44029090,,SOLEVO CAMEROUN,,,,,,,,,,+237 6 86 09 34 05,,Cameroon,,,Douala,"ZI BONABERI, 2368, Douala, Cameroon",,,SOLEVO CAMEROUN,,,,,,,,,https://www.solevogroup.com/,,,,
