Role,Product,Name,Country,Phone,Website,E-mail 1,E-mail 2,Last Contact,Status,WA Availability,E-mail Sent
Importer,WW 0303,SOUTHERN W S OF WASHINGTON,United States,+1 202-269-1505,,,,,Lead,Not Available,
Importer,WW 0303,ТОО АГОРА М,United States,+1 202-332-6767,http://www.agorarestaurants.net/,,,,Needs checking,Not Available,
Importer,WW 0303,OSUMANE YAKUBU,United States,+1 202-416-2000,https://www.medstarhealth.org/doctors/jehan-el-bayoumi-md?utm_campaign=mhs_citations&utm_medium=listing&utm_source=citation_management&utm_term=mmg_doc,,,,Needs checking,Not Available,
Importer,WW 0303,RHOSIDA ADAM,United States,+1 202-444-2000,http://www.georgetownuniversityhospital.org/,,,,Needs checking,Not Available,
Importer,WW 0303,SEA FAME ENTREPRISES,United States,+1 202-450-1630,http://seaf.com/,contactus@seaf.com,,,Verified lead,Not Available,
Importer,WW 0303,ТОО SALMON GROUP LTD,United States,+1 202-450-2047,http://www.salmongroupinc.com/,info@salmongroupinc.com,,,Needs checking,Not Available,
Importer,WW 0303,ABENA SEREBOUR,United States,+1 202-476-5000,,,,,Lead,Not Available,
Importer,WW 0303,EMBASSY OF REPUBLIC SUDAN,United States,+1 202-600-2238,http://www.ssembassydc.org/,info@ssembassydc.org,consular@ssembassydc.org,,Needs checking,Not Available,
Importer,WW 0303,MUGIRANEZA EMILE,United States,+1 202-623-7000,http://www.imf.org/,,,,Needs checking,Not Available,
Importer,WW 0303,SMITHSONIAN INSTITUTION NATIONAL M,United States,+1 202-633-1000,https://naturalhistory.si.edu/,nmnhschoolprograms@si.edu,nhevents@si.edu,,Needs checking,Not Available,
Importer,WW 0303,ALVARADO RIOS DENICE,United States,+1 202-674-8116,https://www.corenealvarado.com/contact,,,,Needs checking,Not Available,
Importer,WW 0303,CTL LOGISTICS,United States,+1 202-734-1450,,,,,Lead,Not Available,
Importer,WW 0303,COMMUNITY ORGANIZATION FOR PEACE AND DEVELOPMENT INITIATIVE,United States,+1 202-756-1986,,,,,Lead,Not Available,
Importer,WW 0303,EXCLUSIVE FOOD IMPORT LLC,United States,+1 202-765-1800,http://usfoodimports.com/,info@usfoodimports.com,,,Needs checking,Not Available,
Importer,WW 0303,CHUNICHI USA INC,United States,+1 202-783-1689,,,,,Lead,Not Available,
Importer,WW 0303,NATIONAL FEDERATION OF FISHERIES 7TH,United States,+1 202-857-0166,http://www.nfwf.org/,,,,Needs checking,Not Available,
Importer,WW 0303,BAFFOUR KWAME TABURY,United States,+1 202-865-6711,,,,,Lead,Not Available,
Importer,WW 0303,MR FODAY KARAMOH TURAY,United States,+1 202-877-6640,https://www.medstarhealth.org/doctors/ali-rahnama-vaghef-dpm,,,,Needs checking,Not Available,
Importer,WW 0303,OMARI,United States,+1 202-894-0413,,,,,Lead,Available,
Importer,WW 0303,CHEMONICS SOMA UMENYE LLC,United States,+1 202-955-3300,https://www.chemonics.com/,newhire@chemonics.com,media@chemonics.com,,Verified lead,Not Available,
Importer,WW 0303,GLOBAL SERVICE PTY COMPANY S A,United States,+1 203-264-6454,,,,,Lead,Available,
Importer,WW 0303,TOO NORDIC FISH,United States,+1 203-292-8400,http://nordicfishfairfield.com/,,,,Verified lead,Not Available,
Importer,WW 0303,CANAAN DISTRIBUTION,United States,+1 203-356-1000,http://www.canaandistributors.com/,inquiry@canaandist.com,,,Needs checking,Not Available,
Importer,WW 0303,PRK TRADING,United States,+1 203-361-3899,http://www.prcttrading.com/,,,,Verified lead,Available,
Importer,WW 0303,RICO FISHERIES LIMITED,United States,+1 203-362-4200,https://stores.basspro.com/us/ct/bridgeport/1-bass-pro-dr.html?y_source=1_MzAxMTU1Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,mjvollero@basspro.com,bjgilhuly@basspro.com,,Needs checking,Not Available,
Importer,WW 0303,THE LAMB CO OPERATIVE INC,United States,+1 203-529-9100,,,,,Lead,Not Available,
Importer,WW 0303,BRANCH BANKING AND TRUST COM,United States,+1 203-573-8011,https://locations.td.com/us/1254-w-main-street-robinwood?y_source=1_MzE0NzcyNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,danielle.accetura@td.com,,,Needs checking,Not Available,
Importer,WW 0303,OHEMA,United States,+1 203-600-1975,http://ohemahomecare.com/,admin@ohemahomecare.com,,,Needs checking,Available,
Importer,WW 0303,SARA,United States,+1 203-626-5611,https://www.facebook.com/SaraJsCT/menu/,,,,Needs checking,Not Available,
Importer,WW 0303,FREDA AGYENIM BOATENG,United States,+1 203-688-4748,http://www.ynhh.org/,,,,Needs checking,Not Available,
Importer,WW 0303,MR MOHAMED TUNKARA,United States,+1 203-709-6004,http://www.stmh.org/,,,,Needs checking,Not Available,
Importer,WW 0303,ARISTA INDUSTRIES,United States,+1 203-761-1009,http://aristaindustries.com/,,,,Needs checking,Not Available,
Importer,WW 0303,ООО GOODWILL CONNECT,United States,+1 203-777-2000,http://www.goodwillsne.org/,info@goodwillsne.org,,,Needs checking,Not Available,
Importer,WW 0303,NORTHEAST BEVERAGE,United States,+1 203-795-4945,http://www.ridistributing.com/,,,,Needs checking,Not Available,
Importer,WW 0303,WORLD WIDE TRADE LLC,United States,+1 203-805-3665,,,,,Lead,Available,
Importer,WW 0303,MUEHLSTEIN,United States,+1 203-855-6000,,,,,Lead,Not Available,
Importer,WW 0303,SEVEN SEAS SEAFOODS,United States,+1 203-877-7327,http://7seasmilford.com/,,,,Verified lead,Not Available,
Importer,WW 0303,CEDIXPRESS ENTERPRISE,United States,+1 203-915-0315,https://enterpriseexpress.llc/,,,,Needs checking,Available,
Importer,WW 0303,JULIE JANSEN,United States,+1 203-918-1703,https://juliejansen.net/,,,,Needs checking,Available,
Importer,WW 0303,J DELUCA COMPANY INC,United States,+1 203-924-0475,,,,,Lead,Not Available,
Importer,WW 0303,SSC INCORPORATED,United States,+1 203-925-6140,http://www.smgcorporateservices.com/,,,,Needs checking,Not Available,
Importer,WW 0303,RFE INVESTMENT PTE LTD,United States,+1 203-966-2800,http://www.rfeip.com/,,,,Needs checking,Not Available,
Importer,WW 0303,GREENWICH FISHERIES LTD,United States,+1 203-990-0801,https://greenwich.fish/,,,,Needs checking,Not Available,
Importer,WW 0303,JOUN FISHERY CO LTD,Canada,+1 204-378-0326,https://johannsonfisheries.com/,,,,Needs checking,Not Available,
Importer,WW 0303,SOUTH FRESH AQUACULTURE LLC,United States,+1 205-247-4490,https://www.southfreshfoods.com/,cs@southfresh.com,,,Verified lead,Not Available,
Importer,WW 0303,UAB WEST VIKINGUR,United States,+1 205-481-7000,https://www.medicalwesthospital.org/?utm_source=gbp&utm_medium=organic,,,,Needs checking,Not Available,
Importer,WW 0303,THEE JR CO LTD,United States,+1 205-595-8381,http://www.johnrwhite.com/,orders@johnrwhite.com,support@johnrwhite.com,,Verified lead,Not Available,
Importer,WW 0303,ESSIS,United States,+1 205-663-2310,https://www.issisflooring.com/,timcoalson0@gmail.com,eisas@issisandsons.com,,Needs checking,Not Available,
Importer,WW 0303,EASTERN FOODS SERVICE INC,United States,+1 205-664-3322,https://www.facebook.com/Southeasternfoodmerchandisers/,,,,Needs checking,Not Available,
Importer,WW 0303,FATOUMATU,United States,+1 205-786-0960,,,,,Lead,Not Available,
Importer,WW 0303,TOP PRODUCTS INC,United States,+1 205-951-3106,http://www.topproductsinc.com/,info@topproductsinc.com,,,Verified lead,Not Available,
Importer,WW 0303,TRUNORTH WORL CARGO LLC,United States,+1 206-223-9697,https://www.truenorthrelocation.com/,info@truenorthrelocation.com,,,Needs checking,Not Available,
Importer,WW 0303,FRONTIER JAPAN INCORP,United States,+1 206-246-6580,http://www.frontierscs.com/,,,,Needs checking,Not Available,
Importer,WW 0303,PACIFIC SUNRISE INTERNATIONAL CORPO,United States,+1 206-275-0388,,,,,Lead,Not Available,
Importer,WW 0303,ICICLE SEAFOODS INC,United States,+1 206-282-0988,http://www.icicleseafoods.com/,,,,Needs checking,Not Available,
Importer,WW 0303,SLEEPING GIANT INC,United States,+1 206-283-1237,,,,,Lead,Not Available,
Importer,WW 0303,CGC JAPAN CO LTD,United States,+1 206-283-7050,http://www.cgcjapan.co.jp/,,,,Needs checking,Not Available,
Importer,WW 0303,CHANG INTERNATIONAL INC,United States,+1 206-283-9098,http://www.changinternational.com/,info@changinternational.com,,,Verified lead,Not Available,
Importer,WW 0303,KAMI TRADING INC,United States,+1 206-283-9655,http://www.kamitech.com/,,,,Needs checking,Not Available,
Importer,WW 0303,BRISTOL WAVE SEAFOODS LLC,United States,+1 206-284-1162,https://bristolwaveseafoods.com/,nhr@bristolwaveseafoods.com,,,Verified lead,Not Available,
Importer,WW 0303,OCEAN BEAUTY SEAFOODS,United States,+1 206-284-6700,https://www.oceanbeauty.com/,,,,Needs checking,Not Available,
Importer,WW 0303,RENA INTERNATIONAL,United States,+1 206-284-7871,http://rena-international.com/,,,,Needs checking,Not Available,
Importer,WW 0303,PREMIER PACIFIC SEAFOODS,United States,+1 206-286-8584,http://www.prempac.com/,,,,Needs checking,Not Available,
Importer,WW 0303,STEPHEN QUAYE,United States,+1 206-289-0394,http://www.drquay.com/,info@drquay.com,,,Needs checking,Not Available,
Importer,WW 0303,GLACIER FISH COMPANY LLC,United States,+1 206-298-1200,http://www.glacierfish.com/,info@glacierfish.com,,,Needs checking,Not Available,
Importer,WW 0303,NORTH STAR FISHING COMPANY,United States,+1 206-298-3120,http://www.northstarfishing.com/,recruiter@northstarfishing.com,,,Verified lead,Not Available,
Importer,WW 0303,MARIAN,United States,+1 206-328-2102,https://www.marianbuiltloft.com/,info@marianbuiltloft.com,,,Needs checking,Not Available,
Importer,WW 0303,INTEROCEAN SEAFOODS COMPANY,United States,+1 206-352-8686,http://www.inseaco.com/,,,,Verified lead,Not Available,
Importer,WW 0303,DREAMLAND FOODS INC,United States,+1 206-354-8785,http://dreamlandfoods.com/,gabrielle@dreamlandfoods.com,orders@dreamlandfoods.com,,Verified lead,Available,
Importer,WW 0303,TRANSLINK SHIPPING INC ATLANTA,United States,+1 206-363-8888,http://www.translinkshipping.com/,,,,Needs checking,Not Available,
Importer,WW 0303,MARUHA NICHIRO THAILAND CO LTD,United States,+1 206-382-0640,http://www.maruhacap.com/,,,,Needs checking,Not Available,
Importer,WW 0303,CHARLES MEREDITH,United States,+1 206-386-3103,https://www.psychiatricmedicine.com/the-team/md-psychiatrist/charles-meredith-md-psychiatrist,,,,Needs checking,Not Available,
Importer,WW 0303,BRYLLE MATTHEU FOODS,United States,+1 206-395-8098,http://brittsfermentedfoods.com/,,,,Verified lead,Not Available,
Importer,WW 0303,KYOKUYO AMERICA CORP,United States,+1 206-405-2670,http://kamec.us/,,,,Verified lead,Not Available,
Importer,WW 0303,OCEAN GREEN,United States,+1 206-420-7735,http://oceangreensseattle.com/,,,,Needs checking,Not Available,
Importer,WW 0303,KLINE AMERICA,United States,+1 206-431-4750,https://www.kline.com/,,,,Needs checking,Not Available,
Importer,WW 0303,GOLDEN ALASKA SEAFOODS LLC,United States,+1 206-441-1990,http://www.goldenalaska.com/,joes@goldenalaska.com,,,Verified lead,Not Available,
Importer,WW 0303,TO THE ORDER OF MARITIME PRODUCTS I,United States,+1 206-441-2880,https://www.mitags.org/,jpitzen@mates.org,admissions@mitags.org,,Needs checking,Not Available,
Importer,WW 0303,AMERICAN SEAFOODS COMPANY,United States,+1 206-448-0300,http://www.americanseafoods.com/,,,,Verified lead,Not Available,
Importer,WW 0303,WELMAR PACIFIC INC,United States,+1 206-466-6320,,,,,Lead,Not Available,
Importer,WW 0303,MAHIMOUNA,United States,+1 206-467-4927,http://maimounaguerresi.com/,,,,Needs checking,Not Available,
Importer,WW 0303,KIBUN FOODS USA,United States,+1 206-467-6287,https://www.kibunusa.com/,,,,Verified lead,Not Available,
Importer,WW 0303,TRANSFAIR NORTH AMERICA INTERNATIONAL FREIGHT SERVICES LLC,United States,+1 206-472-8539,,,,,Lead,Not Available,
Importer,WW 0303,TAI FOONG,United States,+1 206-515-9688,http://www.northernchef.com/,,,,Needs checking,Not Available,
Importer,WW 0303,ROMANZOF FISHING COMPANY LLC,United States,+1 206-545-9501,http://baranofcourageous.com/index2.html,,,,Needs checking,Not Available,
Importer,WW 0303,M S SUPER SEA FOODS,United States,+1 206-557-7532,http://www.rockcreekseafood.com/,,,,Verified lead,Not Available,
Importer,WW 0303,CLIPPER SEAFOODS,United States,+1 206-592-0744,https://clippershipinc.com/,admin@clippershipinc.com,,,Verified lead,Not Available,
Importer,WW 0303,GENERAL INTERNATIONAL FREIGHT FORWA,United States,+1 206-621-9910,,,,,Lead,Not Available,
Importer,WW 0303,PLYMOUTH POULTRY COMPANY,United States,+1 206-622-2622,https://www.plymouthinc.com/,info@plymouthinc.com,,,Needs checking,Not Available,
Importer,WW 0303,TO ORDER MERCOR SEAFOODS INC,United States,+1 206-622-5765,http://www.freshseafood.com/,support@simprosys.com,info@freshseafood.com,,Verified lead,Not Available,
Importer,WW 0303,SEA BASS TOO,United States,+1 206-624-6852,https://www.ivars.com/acres,webmail@keepclam.com,,,Verified lead,Not Available,
Importer,WW 0303,L W FOOD CORP,United States,+1 206-625-1658,http://www.lwfoodcorp.com/,,,,Needs checking,Not Available,
Importer,WW 0303,NAKAMURA USA NC,United States,+1 206-682-9418,,,,,Lead,Not Available,
Importer,WW 0303,GOLDEN INTERNATIONAL CORP,United States,+1 206-722-2888,http://www.giccorp.com/,,,,Needs checking,Not Available,
Importer,WW 0303,NORTH PACIFIC SEAFOODS INC,United States,+1 206-726-9900,http://www.northpacificseafoods.com/,,,,Verified lead,Not Available,
Importer,WW 0303,PETER PAN SEAFOOD CO LLC,United States,+1 206-728-6000,http://www.ppsf.com/,,,,Verified lead,Not Available,
Importer,WW 0303,E E FOODS INC,United States,+1 206-768-8979,https://www.eefoods.com/,,,,Verified lead,Not Available,
Importer,WW 0303,TRIDENT SEAFOODS 5303 SHILSHOLE,United States,+1 206-783-3818,http://tridentseafoods.com/,,,,Verified lead,Not Available,
Importer,WW 0303,SEATTLE SHRIMP AND SEAFOOD COMPANY,United States,+1 206-805-5000,https://www.seattleshrimp.com/,,,,Verified lead,Not Available,
Importer,WW 0303,NATURAL SEAFOOD INC,United States,+1 206-823-8768,https://nanseafood.wordpress.com/,yolandabusiness@yeah.net,,,Verified lead,Not Available,
Importer,WW 0303,KWASI YEBOAH,United States,+1 206-854-4132,http://www.kwasihomes.com/,support@lofty.com,,,Needs checking,Not Available,
Importer,WW 0303,SEAFOOD BLEND OPC,United States,+1 206-937-1600,http://saltys.com/seattle,,,,Verified lead,Not Available,
Importer,WW 0303,SEATTLE SHRIMP SEAFOOD COMPANY,United States,+1 206-938-7576,https://www.seattlefishcompany.com/?y_source=1_Mjg2MDY0NTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,,,Verified lead,Not Available,
Importer,WW 0303,REGIONIMPORT LTD,United States,+1 207-203-6687,http://www.lakeregionimports.com/,,,,Needs checking,Not Available,
Importer,WW 0303,CPTECH SAC,United States,+1 207-286-1167,https://www.cptek.com/,info@cptek.com,office@cptek.com,,Needs checking,Not Available,
Importer,WW 0303,BAR HARBOR LOBSTER COMPANY INC,United States,+1 207-288-2529,https://bhlobster.com/,info@bhlobster.com,,,Verified lead,Not Available,
Importer,WW 0303,OCEAN BEAUTY SEAFOODS INCORPORATED,United States,+1 207-289-6549,http://www.blueoceanseafood.info/,blueoceaninc@yahoo.com,,,Verified lead,Not Available,
Importer,WW 0303,DUCKTRAP RIVER OF MAINE,United States,+1 207-338-6280,http://ducktrap.com/,,,,Verified lead,Not Available,
Importer,WW 0303,HIGHTIDE FOODS,United States,+1 207-466-9067,https://www.facebook.com/profile.php?id=100094782670041,,,,Needs checking,Not Available,
Importer,WW 0303,LOOK LOBSTER,United States,+1 207-497-2353,https://www.lookslobster.com/contact.php,tmlook@gmail.com,looklobster@myfairpoint.net,,Verified lead,Not Available,
Importer,WW 0303,O HARA LOBSTER BAIT,United States,+1 207-542-1887,https://www.oharalobsterbait.com/,sanderson@oharalobsterbait.com,wanderson@oharalobsterbait.com,,Needs checking,Not Available,
Importer,WW 0303,GULF OF MAINE BAIT LLC,United States,+1 207-726-4620,http://www.gulfofme.com/,tim@gulfofme.com,,,Verified lead,Not Available,
Importer,WW 0303,BRISTOL SEAFOOD LLC,United States,+1 207-774-3177,http://www.bristolseafood.com/,info@bristolseafood.com,,,Needs checking,Not Available,
Importer,WW 0303,A C SEAFOOD DBA NOVA SEAFOOD LTD,United States,+1 207-774-6324,https://novaseafood.com/,invoices@novaseafood.com,georgeb@novaseafood.coma,,Verified lead,Not Available,
Importer,WW 0303,CBS LOBSTER INC,United States,+1 207-775-2917,,,,,Lead,Not Available,
Importer,WW 0303,BROWNE TRADE CO,United States,+1 207-775-7560,https://www.browne-trading-market.com/,rbelanger@brownetrading.com,jhatch@brownetrading.com,,Needs checking,Not Available,
Importer,WW 0303,CONCORDIA PARTNERS S A,United States,+1 207-791-7880,http://concordiapartnersllc.com/,info@concordiapartnersllc.com,,,Needs checking,Not Available,
Importer,WW 0303,EAST BAY SEAFOOD COMPANY INCORPORA,United States,+1 207-853-4427,,,,,Lead,Not Available,
Importer,WW 0303,MARINER SEAFOOD MARKETING,United States,+1 207-854-8444,https://www.facebook.com/amlobsterco/,,,,Needs checking,Not Available,
Importer,WW 0303,COZY HARBOR SEAFOOD INC,United States,+1 207-879-2665,https://www.cozyharbor.com/,,,,Verified lead,Not Available,
Importer,WW 0303,SUSTAINABLE SEAFOOD SALES LLC,United States,+1 207-899-4360,http://www.sustainableseafoodsales.com/,sales@sustainableseafoodsales.com,,,Verified lead,Not Available,
Importer,WW 0303,LIVINGSTON INTERNATIONAL CUSTOMS BROKERS,United States,+1 208-267-7309,https://www.livingstonintl.com/,solutions@livingstonintl.com,ukoperations@livingstonintl.com,,Verified lead,Not Available,
Importer,WW 0303,NAFCO,United States,+1 208-297-7953,http://www.nafcofinance.com/?utm_source=google&utm_medium=listing&utm_campaign=googlebusiness,info@nafcofinance.com,,,Needs checking,Not Available,
Importer,WW 0303,CATHEY NAUGLE,United States,+1 208-331-1840,,,,,Lead,Not Available,
Importer,WW 0303,AHMED STORES,United States,+1 208-343-4623,,,,,Lead,Not Available,
Importer,WW 0303,CLEAR SPRINGS FOODS INC,United States,+1 208-543-4316,http://www.clearsprings.com/,,,,Verified lead,Not Available,
Importer,WW 0303,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ GLOBAL TRADE,United States,+1 208-720-3047,http://globaltradefunding.com/,,,,Needs checking,Available,
Importer,WW 0303,UNITED PACIFIC TRADE COMPANY INC,United States,+1 208-762-7550,http://www.wptinc.net/,,,,Needs checking,Not Available,
Importer,WW 0303,FRONTIER FOODS,United States,+1 209-222-3545,,,,,Lead,Not Available,
Importer,WW 0303,AAFES LOGISTICS WEST COAST DC,United States,+1 209-234-3711,https://www.shopmyexchange.com/company/storeDetails.jsp?storeId=1069711,john.smith@gmail.com,,,Needs checking,Not Available,
Importer,WW 0303,A S DISTRIBUTORS INC,United States,+1 209-406-7888,http://asdistributor.com/,,,,Verified lead,Available,
Importer,WW 0303,BOUCHERIE MATHIS TRADING,United States,+1 209-465-3223,,,,,Lead,Not Available,
Importer,WW 0303,KWA BENA,United States,+1 209-466-6871,,,,,Lead,Not Available,
Importer,WW 0303,MERMAID FOODS INC,United States,+1 209-529-0150,,,,,Lead,Not Available,
Importer,WW 0303,BROWN GENESIS ENTERPRISE,United States,+1 209-569-0887,,,,,Lead,Not Available,
Importer,WW 0303,JULIANA,United States,+1 209-710-9124,,,,,Lead,Not Available,
Importer,WW 0303,RAYMOND HAMSON,United States,+1 209-722-8122,,,,,Lead,Not Available,
Importer,WW 0303,ABDUL,United States,+1 209-824-1230,,,,,Lead,Not Available,
Importer,WW 0303,FOODS DRINKS FARM LTD,United States,+1 209-835-2224,http://gloriannfarms.com/,feedback@gloriannfarms.com,,,Verified lead,Not Available,
Importer,WW 0303,CHARJAP ENTERPRISE,United States,+1 209-858-2600,,,,,Lead,Not Available,
Importer,WW 0303,NOTHERN FOOD COMPANY P L,United States,+1 209-874-1400,http://www.northsidefood.com/,info@northsidefood.com,,,Verified lead,Not Available,
Importer,WW 0303,GLOBAL FOODSTUFF S A,United States,+1 210-222-1414,http://gfpltd.com/,logistics@gfpltd.com,veronica@westhide.com,,Verified lead,Not Available,
Importer,WW 0303,DAVIS SPRINKLE,United States,+1 210-227-7722,http://www.sprinkleco.com/,,,,Needs checking,Not Available,
Importer,WW 0303,ANCHUNDIA PACHECO JOSE EDULFO,United States,+1 210-229-0688,,,,,Lead,Not Available,
Importer,WW 0303,S A CHANNEL SEAFOOD,United States,+1 210-236-7777,https://www.saseafoodtx.com/,contact@saseafoodtx.com,,,Verified lead,Not Available,
Importer,WW 0303,MOSES,United States,+1 210-267-5322,https://mosesjewelers.net/moses-jewelers-at-culebra-commons/,,,,Needs checking,Not Available,
